dUtime,dStime,dUser,dSystem,dIdle,dNice,dIowait,dIrq,dSoftirq,dSteal,dGuest,dGuest_nice,sys_usage,proc_usage
544,0,542,1,60,0,0,0,0,0,0,0,0.900497512437811,0.9021558872305141
539,0,537,0,62,0,0,0,0,0,0,0,0.8964941569282137,0.8998330550918197
545,0,543,0,60,0,0,0,0,0,0,0,0.900497512437811,0.9038142620232172
538,0,540,0,57,0,0,0,0,0,0,0,0.9045226130653267,0.9011725293132329
542,0,541,0,59,0,0,0,0,0,0,0,0.9016666666666666,0.9033333333333333
540,0,538,0,61,0,0,0,0,0,0,0,0.8981636060100167,0.9015025041736227
544,0,542,0,61,0,0,0,0,0,0,0,0.8988391376451078,0.9021558872305141
540,0,542,1,57,0,0,0,0,0,0,0,0.905,0.9
541,0,538,1,59,0,0,0,0,0,0,0,0.9013377926421404,0.9046822742474916
543,0,542,0,60,0,0,0,0,0,0,0,0.9003322259136213,0.9019933554817275
541,0,539,0,61,0,0,0,0,0,0,0,0.8983333333333333,0.9016666666666666
543,1,544,0,58,0,0,0,0,0,0,0,0.9036544850498339,0.9036544850498339
540,0,538,0,60,0,0,0,0,0,0,0,0.8996655518394648,0.903010033444816
544,0,542,0,61,0,0,0,0,0,0,0,0.8988391376451078,0.9021558872305141
544,0,542,0,60,0,0,0,0,0,0,0,0.9003322259136213,0.9036544850498339
539,0,541,0,58,0,0,0,0,0,0,0,0.9031719532554258,0.8998330550918197
543,0,541,0,61,0,0,0,0,0,0,0,0.8986710963455149,0.9019933554817275
541,0,539,0,60,0,0,0,0,0,0,0,0.8998330550918197,0.9031719532554258
544,0,543,0,60,0,0,0,0,0,0,0,0.900497512437811,0.9021558872305141
541,0,542,0,57,0,0,0,0,0,0,0,0.9048414023372288,0.9031719532554258
541,0,544,2,55,0,0,0,0,0,0,0,0.908485856905158,0.9001663893510815
540,0,538,0,61,0,0,0,0,0,0,0,0.8981636060100167,0.9015025041736227
540,0,540,0,58,0,0,0,0,0,0,0,0.903010033444816,0.903010033444816
545,0,543,0,59,0,0,0,0,0,0,0,0.9019933554817275,0.9053156146179402
541,0,539,0,61,0,0,0,0,0,0,0,0.8983333333333333,0.9016666666666666
539,0,538,0,61,0,0,0,0,0,0,0,0.8981636060100167,0.8998330550918197
543,0,541,0,60,0,0,0,0,0,0,0,0.9001663893510815,0.9034941763727121
541,0,544,0,57,0,0,0,0,0,0,0,0.9051580698835274,0.9001663893510815
540,0,538,0,61,0,0,0,0,0,0,0,0.8981636060100167,0.9015025041736227
539,1,538,0,61,0,0,0,0,0,0,0,0.8981636060100167,0.9015025041736227
545,0,543,0,59,0,0,0,0,0,0,0,0.9019933554817275,0.9053156146179402
542,0,545,0,58,0,0,0,0,0,0,0,0.9038142620232172,0.8988391376451078
544,0,542,0,62,0,0,0,0,0,0,0,0.8973509933774835,0.9006622516556292
544,0,541,0,61,0,0,0,0,0,0,0,0.8986710963455149,0.9036544850498339
540,0,538,0,61,0,0,0,0,0,0,0,0.8981636060100167,0.9015025041736227
539,0,540,0,59,0,0,0,0,0,0,0,0.9015025041736227,0.8998330550918197
544,0,542,0,62,0,0,0,0,0,0,0,0.8973509933774835,0.9006622516556292
542,0,540,0,63,0,0,0,0,0,0,0,0.8955223880597015,0.8988391376451078
540,0,539,1,59,0,0,0,0,0,0,0,0.9015025041736227,0.9015025041736227
544,0,542,0,61,0,0,0,0,0,0,0,0.8988391376451078,0.9021558872305141
545,0,547,0,57,0,0,0,0,0,0,0,0.9056291390728477,0.902317880794702
544,0,544,0,60,0,0,0,0,0,0,0,0.9006622516556292,0.9006622516556292
542,0,545,0,58,0,0,0,0,0,0,0,0.9038142620232172,0.8988391376451078
543,0,542,0,61,0,0,0,0,0,0,0,0.8988391376451078,0.900497512437811
540,0,539,0,60,0,0,0,0,0,0,0,0.8998330550918197,0.9015025041736227
544,0,542,0,61,0,0,0,0,0,0,0,0.8988391376451078,0.9021558872305141
538,0,542,0,56,0,0,0,0,0,0,0,0.9063545150501672,0.8996655518394648
544,0,543,0,61,0,0,0,0,0,0,0,0.8990066225165563,0.9006622516556292
541,0,539,0,61,0,0,0,0,0,0,0,0.8983333333333333,0.9016666666666666
