dUtime,dStime,dUser,dSystem,dIdle,dNice,dIowait,dIrq,dSoftirq,dSteal,dGuest,dGuest_nice,sys_usage,proc_usage
126,0,126,0,125,0,0,0,0,0,0,0,0.50199203187251,0.50199203187251
125,0,126,0,125,0,0,0,0,0,0,0,0.50199203187251,0.49800796812749004
125,0,125,0,124,0,1,0,0,0,0,0,0.5,0.5
126,0,125,0,125,0,0,0,0,0,0,0,0.5,0.504
125,0,125,0,125,0,0,0,0,0,0,0,0.5,0.5
125,0,125,0,125,0,0,0,0,0,0,0,0.5,0.5
125,0,128,0,122,0,0,0,0,0,0,0,0.512,0.5
126,0,125,0,126,0,0,0,0,0,0,0,0.49800796812749004,0.50199203187251
125,0,125,0,125,0,0,0,0,0,0,0,0.5,0.5
125,0,126,0,125,0,0,0,0,0,0,0,0.50199203187251,0.49800796812749004
126,0,125,0,127,0,0,0,0,0,0,0,0.49603174603174605,0.5
125,0,125,0,125,0,0,0,0,0,0,0,0.5,0.5
125,0,125,0,125,0,0,0,0,0,0,0,0.5,0.5
126,0,125,0,125,0,0,0,0,0,0,0,0.5,0.504
125,0,128,0,122,0,0,0,0,0,0,0,0.512,0.5
125,0,125,0,125,0,0,0,0,0,0,0,0.5,0.5
125,1,125,1,125,0,0,0,0,0,0,0,0.50199203187251,0.50199203187251
125,1,125,0,126,0,0,0,0,0,0,0,0.49800796812749004,0.50199203187251
125,0,125,0,125,0,0,0,0,0,0,0,0.5,0.5
125,0,125,0,125,0,1,0,0,0,0,0,0.49800796812749004,0.49800796812749004
126,0,125,0,125,0,0,0,0,0,0,0,0.5,0.504
125,0,126,0,126,0,0,0,0,0,0,0,0.5,0.49603174603174605
125,0,125,0,125,0,0,0,0,0,0,0,0.5,0.5
126,0,126,0,127,0,0,0,0,0,0,0,0.4980237154150198,0.4980237154150198
125,0,125,0,125,0,0,0,0,0,0,0,0.5,0.5
125,0,125,0,126,0,0,0,0,0,0,0,0.49800796812749004,0.49800796812749004
126,0,125,0,125,0,0,0,0,0,0,0,0.5,0.504
125,0,125,0,125,0,0,0,0,0,0,0,0.5,0.5
125,0,125,0,125,0,0,0,0,0,0,0,0.5,0.5
126,0,128,0,122,0,0,0,0,0,0,0,0.512,0.504
125,0,125,0,125,0,0,0,0,0,0,0,0.5,0.5
126,0,126,0,125,0,0,0,0,0,0,0,0.50199203187251,0.50199203187251
125,0,125,0,125,0,0,0,0,0,0,0,0.5,0.5
125,0,125,0,125,0,0,0,0,0,0,0,0.5,0.5
125,0,125,0,125,0,0,0,0,0,0,0,0.5,0.5
125,0,125,0,125,0,0,0,0,0,0,0,0.5,0.5
126,0,125,0,125,0,0,0,0,0,0,0,0.5,0.504
125,0,125,0,125,0,0,0,0,0,0,0,0.5,0.5
125,0,125,0,125,0,0,0,0,0,0,0,0.5,0.5
126,0,125,0,125,0,0,0,0,0,0,0,0.5,0.504
125,0,126,0,124,0,0,0,0,0,0,0,0.504,0.5
125,0,125,0,125,0,0,0,0,0,0,0,0.5,0.5
126,0,125,0,125,0,0,0,0,0,0,0,0.5,0.504
125,0,125,0,125,0,0,0,0,0,0,0,0.5,0.5
125,0,125,0,125,0,0,0,0,0,0,0,0.5,0.5
126,0,125,0,124,0,0,0,0,0,0,0,0.5020080321285141,0.5060240963855421
125,0,125,0,125,0,0,0,0,0,0,0,0.5,0.5
125,0,126,1,125,0,0,0,0,0,0,0,0.503968253968254,0.49603174603174605
126,0,125,0,124,0,0,0,0,0,0,0,0.5020080321285141,0.5060240963855421
125,0,125,0,125,0,0,0,0,0,0,0,0.5,0.5
125,0,125,0,125,0,0,0,0,0,0,0,0.5,0.5
126,0,125,0,128,0,0,0,0,0,0,0,0.49407114624505927,0.4980237154150198
125,1,127,1,123,0,0,0,0,0,0,0,0.5099601593625498,0.50199203187251
125,0,126,0,125,0,0,0,0,0,0,0,0.50199203187251,0.49800796812749004
126,0,125,0,125,0,0,0,0,0,0,0,0.5,0.504
125,0,125,0,124,0,0,0,0,0,0,0,0.5020080321285141,0.5020080321285141
125,0,125,0,125,0,0,0,0,0,0,0,0.5,0.5
125,0,125,0,125,0,0,0,0,0,0,0,0.5,0.5
125,0,126,0,124,0,0,0,0,0,0,0,0.504,0.5
126,0,126,0,125,0,0,0,0,0,0,0,0.50199203187251,0.50199203187251
125,0,125,0,124,0,0,0,0,0,0,0,0.5020080321285141,0.5020080321285141
126,0,126,0,125,0,0,0,0,0,0,0,0.50199203187251,0.50199203187251
125,0,125,0,125,0,0,0,0,0,0,0,0.5,0.5
126,0,125,0,125,0,0,0,0,0,0,0,0.5,0.504
125,0,125,0,125,0,0,0,0,0,0,0,0.5,0.5
125,0,127,0,124,0,0,0,0,0,0,0,0.5059760956175299,0.49800796812749004
126,0,125,0,125,0,0,0,0,0,0,0,0.5,0.504
125,0,125,0,126,0,0,0,0,0,0,0,0.49800796812749004,0.49800796812749004
125,1,126,0,125,0,0,0,0,0,0,0,0.50199203187251,0.50199203187251
125,0,125,0,125,0,0,0,0,0,0,0,0.5,0.5
125,0,125,0,125,0,0,0,0,0,0,0,0.5,0.5
125,0,126,0,125,0,0,0,0,0,0,0,0.50199203187251,0.49800796812749004
126,0,125,0,125,0,0,0,0,0,0,0,0.5,0.504
125,0,125,0,125,0,0,0,0,0,0,0,0.5,0.5
